label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution,basis,notes
517,marginal zone of the medial geniculate,MZMG,marginal zone of the medial geniculate,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MZOTMG_517,marginal zone of the medial geniculate,kept_for_review_or_manual_approval,255,197,89,unique_imported,,
518,"medullary reticular nucleus, dorsal part",MdD,"medullary reticular nucleus, dorsal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MRNDP_518,"medullary reticular nucleus, dorsal part",kept_for_review_or_manual_approval,25,195,255,unique_imported,,
519,"medullary reticular nucleus, ventral part",MdV,"medullary reticular nucleus, ventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MRNVP_519,"medullary reticular nucleus, ventral part",kept_for_review_or_manual_approval,102,191,223,unique_imported,,
520,medial amygdaloid nucleus,Me,medial amygdaloid nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MAN_520,medial amygdaloid nucleus,kept_for_review_or_manual_approval,255,159,118,unique_imported,,
521,mesencephalic trigeminal nucleus,Me5,mesencephalic trigeminal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MTN_521,mesencephalic trigeminal nucleus,kept_for_review_or_manual_approval,36,0,203,unique_imported,,
523,"medial amygdaloid nucleus, ant dorsal",MeAD,"medial amygdaloid nucleus, ant dorsal",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MANAD_523,"medial amygdaloid nucleus, ant dorsal",kept_for_review_or_manual_approval,255,73,0,unique_imported,,
524,"medial amygdaloid nucleus, anteroventral part",MeAV,"medial amygdaloid nucleus, anteroventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MANAP_524,"medial amygdaloid nucleus, anteroventral part",kept_for_review_or_manual_approval,255,200,178,unique_imported,,
525,"medial amygdaloid nucleus, posterodorsal part",MePD,"medial amygdaloid nucleus, posterodorsal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MANPP_525,"medial amygdaloid nucleus, posterodorsal part",kept_for_review_or_manual_approval,255,76,0,unique_imported,,
526,"medial amygdaloid nucleus, posteroventral part",MePV,"medial amygdaloid nucleus, posteroventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MANPP_526,"medial amygdaloid nucleus, posteroventral part",kept_for_review_or_manual_approval,89,11,255,unique_imported,,
527,medial (fastigial) cerebellar nucleus,Med,medial (fastigial) cerebellar nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MFCN_527,medial (fastigial) cerebellar nucleus,kept_for_review_or_manual_approval,71,244,121,unique_imported,,
528,"medial cerebellar nucleus, dorsolateral protuberance",MedDL,"medial cerebellar nucleus, dorsolateral protuberance",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MCNDP_528,"medial cerebellar nucleus, dorsolateral protuberance",kept_for_review_or_manual_approval,107,212,137,unique_imported,,
529,"medial cerebellar nucleus, lateral part",MedL,"medial cerebellar nucleus, lateral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MCNLP_529,"medial cerebellar nucleus, lateral part",kept_for_review_or_manual_approval,0,212,62,unique_imported,,
530,medulla oblongata,MY,medulla oblongata,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,MO_530,medulla-oblongolata,kept_for_review_or_manual_approval,133,203,168,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_common_parent_region_acronym
531,mitral cell layer of the olfactory bulb,Mi,mitral cell layer of the olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MCLOTO_531,mitral cell layer of the olfactory bulb,kept_for_review_or_manual_approval,193,255,0,unique_imported,,
532,mitral cell layer of the accessory olfactory bulb,MiA,mitral cell layer of the accessory olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MCLOTA_532,mitral cell layer of the accessory olfactory bulb,kept_for_review_or_manual_approval,237,255,178,unique_imported,,
533,microcellular tegmental nucleus,MiTg,microcellular tegmental nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MTN_533,microcellular tegmental nucleus,kept_for_review_or_manual_approval,0,253,255,unique_imported,,
535,median accessory nucleus of the medulla,MnA,median accessory nucleus of the medulla,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MANOTM_535,median accessory nucleus of the medulla,kept_for_review_or_manual_approval,25,160,207,unique_imported,,
536,"medial mammillary nucleus, median part",MMn,"medial mammillary nucleus, median part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MMNMP_536,"medial mammillary nucleus, median part",kept_for_review_or_manual_approval,134,83,242,unique_imported,,
537,median preoptic nucleus,MnPO,median preoptic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MPN_537,median preoptic nucleus,kept_for_review_or_manual_approval,116,71,212,unique_imported,,
538,median raphe nucleus,MnR,median raphe nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MRN_538,median raphe nucleus,kept_for_review_or_manual_approval,59,255,220,unique_imported,,
543,molecular layer of the dentate gyrus,Mol,molecular layer of the dentate gyrus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MLOTDG_543,molecular layer of the dentate gyrus,kept_for_review_or_manual_approval,233,255,89,unique_imported,,
544,molecular layer of the subiculum,MolS,molecular layer of the subiculum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MLOTS_544,molecular layer of the subiculum,kept_for_review_or_manual_approval,226,255,89,unique_imported,,
545,matrix region of the medulla,Mx,matrix region of the medulla,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,MROTM_545,matrix region of the medulla,kept_for_review_or_manual_approval,133,255,193,unique_imported,,
546,navicular nucleus of the basal forebrain,Nv,navicular nucleus of the basal forebrain,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NNOTBF_546,navicular nucleus of the basal forebrain,kept_for_review_or_manual_approval,107,59,208,unique_imported,,
549,oval paracentral thalamic nucleus,OPC,oval paracentral thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,OPTN_549,oval paracentral thalamic nucleus,kept_for_review_or_manual_approval,255,225,178,unique_imported,,
550,olivary pretectal nucleus,OPT,olivary pretectal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,OPN_550,olivary pretectal nucleus,kept_for_review_or_manual_approval,121,59,250,unique_imported,,
551,nucleus of the optic tract,OT,nucleus of the optic tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NOTOT_551,nucleus of the optic tract,kept_for_review_or_manual_approval,192,166,246,unique_imported,,
552,olfactory ventricle (olfactory part of lateral ventricle),LVOLF,olfactory ventricle (olfactory part of lateral ventricle),deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,OVOPOL_552,olfactory ventricle (olfactory part of lateral ventricle),kept_for_review_or_manual_approval,255,0,90,unique_imported,,
553,obex,Ob,obex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,O_553,obex,kept_for_review_or_manual_approval,75,11,208,unique_imported,,
554,-------,PCOP5B_554,possible_container_or_parent_554_between_obex__and__olfactory cortex,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP5B_554,possible_container_or_parent_554_between_obex__and__olfactory cortex,kept_nonapplying_placeholder_aligned_to_current,204,233,118,,,
555,olfactory cortex,OlfCx,olfactory cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,OC_555,olfactory cortex,kept_for_review_or_manual_approval,249,255,178,unique_imported,,
556,-------,PLG5BO_556,possible_layer_group_556_between_olfactory cortex__and__optic nerve layer of the super,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PLG5BO_556,possible_layer_group_556_between_olfactory cortex__and__optic nerve layer of the super,kept_nonapplying_placeholder_aligned_to_current,231,255,0,,,
557,optic nerve layer of the superior colliculus,Op,optic nerve layer of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ONLOTS_557,optic nerve layer of the superior colliculus,kept_for_review_or_manual_approval,124,118,233,unique_imported,,
558,oriens layer of the hippocampus,Or,oriens layer of the hippocampus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,OLOTH_558,oriens layer of the hippocampus,kept_for_review_or_manual_approval,205,233,0,unique_imported,,
559,Putamen,Pu,Putamen,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,P_559,Putamen,kept_for_review_or_manual_approval,255,248,178,unique_imported,,
561,peritrigeminal zone,PTz,peritrigeminal zone,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PZ_561,peritrigeminal zone,kept_for_review_or_manual_approval,118,235,255,unique_imported,,
562,perifacial zone,PFz,perifacial zone,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PZ_562,perifacial zone,kept_for_review_or_manual_approval,114,59,229,unique_imported,,
563,periaqueductal gray,PAG,periaqueductal gray,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PG_563,periaqueductal gray,kept_for_review_or_manual_approval,59,61,255,unique_imported,,
564,parabrachial nucleus,PB,parabrachial nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_564,parabrachial nucleus,kept_for_review_or_manual_approval,89,229,166,unique_imported,,
565,parabigeminal nucleus,PBG,parabigeminal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_565,parabigeminal nucleus,kept_for_review_or_manual_approval,126,107,216,unique_imported,,
566,parabrachial pigmented nucleus of the VTA,PBP,parabrachial pigmented nucleus of the VTA,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PPNOTV_566,parabrachial pigmented nucleus of the VTA,kept_for_review_or_manual_approval,178,255,222,unique_imported,,
568,paracentral thalamic nucleus,PC,paracentral thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTN_568,paracentral thalamic nucleus,kept_for_review_or_manual_approval,223,136,0,unique_imported,,
570,paracochlear glial substance,PCGS,paracochlear glial substance,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PGS_570,paracochlear glial substance,kept_for_review_or_manual_approval,121,71,225,unique_imported,,
571,parvicellular reticular nucleus,PCRt,parvicellular reticular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PRN_571,parvicellular reticular nucleus,kept_for_review_or_manual_approval,152,228,255,unique_imported,,
572,"parvicellular reticular nucleus, alpha part",PCRtA,"parvicellular reticular nucleus, alpha part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PRNAP_572,"parvicellular reticular nucleus, alpha part",kept_for_review_or_manual_approval,149,107,237,unique_imported,,
574,nucleus of the posterior commissure,PCom,nucleus of the posterior commissure,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NOTPC_574,nucleus of the posterior commissure,kept_for_review_or_manual_approval,126,83,216,unique_imported,,
576,posterodorsal preoptic nucleus,PDPO,posterodorsal preoptic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PPN_576,posterodorsal preoptic nucleus,kept_for_review_or_manual_approval,83,0,255,unique_imported,,
577,posterodorsal raphe nucleus,PDR,posterodorsal raphe nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PRN_577,posterodorsal raphe nucleus,kept_for_review_or_manual_approval,149,119,212,unique_imported,,
578,posterodorsal tegmental nucleus,PDTg,posterodorsal tegmental nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTN_578,posterodorsal tegmental nucleus,kept_for_review_or_manual_approval,178,254,255,unique_imported,,
579,parafascicular thalamic nucleus,PF,parafascicular thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTN_579,parafascicular thalamic nucleus,kept_for_review_or_manual_approval,244,187,35,unique_imported,,
580,paraflocculus,PFl,paraflocculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,P_580,paraflocculus,kept_for_review_or_manual_approval,35,212,87,unique_imported,,
581,posterior hypothalamic nucleus,PHN,posterior hypothalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHN_581,posterior hypothalamic nucleus,kept_for_review_or_manual_approval,233,104,0,unique_imported,,
582,posterior hypothalamic area,PH,posterior hypothalamic area,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHA_582,posterior hypothalamic area,kept_for_review_or_manual_approval,100,47,208,unique_imported,,
583,"posterior hypothalamic area, dorsal part",PHD,"posterior hypothalamic area, dorsal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHADP_583,"posterior hypothalamic area, dorsal part",kept_for_review_or_manual_approval,183,154,242,unique_imported,,
584,parainterfascicular nucleus of the VTA,PIF,parainterfascicular nucleus of the VTA,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PNOTV_584,parainterfascicular nucleus of the VTA,kept_for_review_or_manual_approval,187,154,255,unique_imported,,
585,posterior intralaminar thalamic nucleus,PIL,posterior intralaminar thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PITN_585,posterior intralaminar thalamic nucleus,kept_for_review_or_manual_approval,233,189,71,unique_imported,,
586,paralemniscal nucleus,PL,paralemniscal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_586,paralemniscal nucleus,kept_for_review_or_manual_approval,111,71,191,unique_imported,,
587,posterolateral cortical amygdaloid nucleus,PLCo,posterolateral cortical amygdaloid nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PCAN_587,posterolateral cortical amygdaloid nucleus,kept_for_review_or_manual_approval,233,113,59,unique_imported,,
588,-------,PCOP5B_588,possible_container_or_parent_588_between_posterolateral cortical amygda__and__peduncular part of lateral hyp,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP5B_588,possible_container_or_parent_588_between_posterolateral cortical amygda__and__peduncular part of lateral hyp,kept_nonapplying_placeholder_aligned_to_current,255,140,89,,,
589,-------,PCOP5B_589,possible_container_or_parent_589_between_posterolateral cortical amygda__and__peduncular part of lateral hyp,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP5B_589,possible_container_or_parent_589_between_posterolateral cortical amygda__and__peduncular part of lateral hyp,kept_nonapplying_placeholder_aligned_to_current,255,79,0,,,
590,-------,PCOP5B_590,possible_container_or_parent_590_between_posterolateral cortical amygda__and__peduncular part of lateral hyp,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP5B_590,possible_container_or_parent_590_between_posterolateral cortical amygda__and__peduncular part of lateral hyp,kept_nonapplying_placeholder_aligned_to_current,255,202,178,,,
591,peduncular part of lateral hypothalamus,PLH,peduncular part of lateral hypothalamus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PPOLH_591,peduncular part of lateral hypothalamus,kept_for_review_or_manual_approval,178,154,225,unique_imported,,
592,"perilemniscal nucleus, ventral part",PerL,"perilemniscal nucleus, ventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PNVP_592,"perilemniscal nucleus, ventral part",kept_for_review_or_manual_approval,119,71,216,unique_imported,,
593,paralambdoid septal nucleus,PLa,paralambdoid septal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PSN_593,paralambdoid septal nucleus,kept_for_review_or_manual_approval,109,47,233,unique_imported,,
594,posterior limitans thalamic nucleus,PLi,posterior limitans thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PLTN_594,posterior limitans thalamic nucleus,kept_for_review_or_manual_approval,107,59,203,unique_imported,,
595,paramedian lobule,PM,paramedian lobule,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PL_595,paramedian lobule,kept_for_review_or_manual_approval,76,166,199,unique_imported,,
596,posteromedial cortical amygdaloid nucleus,PMCo,posteromedial cortical amygdaloid nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PCAN_596,posteromedial cortical amygdaloid nucleus,kept_for_review_or_manual_approval,255,203,178,unique_imported,,
597,"premammillary nucleus, dorsal part",PMD,"premammillary nucleus, dorsal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PNDP_597,"premammillary nucleus, dorsal part",kept_for_review_or_manual_approval,233,153,89,unique_imported,,
598,"premammillary nucleus, ventral part",PMV,"premammillary nucleus, ventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PNVP_598,"premammillary nucleus, ventral part",kept_for_review_or_manual_approval,255,163,89,unique_imported,,
599,paramedian reticular nucleus,PMn,paramedian reticular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PRN_599,paramedian reticular nucleus,kept_for_review_or_manual_approval,127,186,207,unique_imported,,
600,paramedian raphe nucleus,PMR,paramedian raphe nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PRN_600,paramedian raphe nucleus,kept_for_review_or_manual_approval,0,223,183,unique_imported,,
601,paranigral nucleus of the VTA,PN,paranigral nucleus of the VTA,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PNOTV_601,paranigral nucleus of the VTA,kept_for_review_or_manual_approval,142,244,172,unique_imported,,
602,periolivary horn,POH,periolivary horn,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PH_602,periolivary horn,kept_for_review_or_manual_approval,127,71,237,unique_imported,,
603,peripeduncular nucleus,PP,peripeduncular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_603,peripeduncular nucleus,kept_for_review_or_manual_approval,130,83,225,unique_imported,,
604,posterior pretectal nucleus,PPT,posterior pretectal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PPN_604,posterior pretectal nucleus,kept_for_review_or_manual_approval,106,59,199,unique_imported,,
606,parapyramidal nucleus,PPy,parapyramidal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_606,parapyramidal nucleus,kept_for_review_or_manual_approval,104,47,216,unique_imported,,
608,perirhinal cortex,PRh,perirhinal cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PRh,perirhinal cortex,kept_for_review_or_manual_approval,235,244,0,unique_imported,,
609,parastrial nucleus,PS,parastrial nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_609,parastrial nucleus,kept_for_review_or_manual_approval,223,95,0,unique_imported,,
610,parasubthalamic nucleus,PSTn,parasubthalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_610,parasubthalamic nucleus,kept_for_review_or_manual_approval,255,218,89,unique_imported,,
