label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution
559,Putamen,Pu,Putamen,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,P_559,Putamen,kept_for_review_or_manual_approval,255,248,178,
561,peritrigeminal zone,Per,peritrigeminal zone,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PZ_561,peritrigeminal zone,kept_for_review_or_manual_approval,118,235,255,
562,perifacial zone,Per_562,perifacial zone,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PZ_562,perifacial zone,kept_for_review_or_manual_approval,114,59,229,Acronym Per duplicated with label_id 561; suffixed with label_id for uniqueness.
563,periaqueductal gray,PAG,periaqueductal gray,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PG_563,periaqueductal gray,kept_for_review_or_manual_approval,59,61,255,
564,parabrachial nucleus,PB,parabrachial nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PN_564,parabrachial nucleus,kept_for_review_or_manual_approval,89,229,166,
565,parabigeminal nucleus,Par,parabigeminal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_565,parabigeminal nucleus,kept_for_review_or_manual_approval,126,107,216,
566,parabrachial pigmented nucleus of the VTA,PBP,parabrachial pigmented nucleus of the VTA,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PPNOTV_566,parabrachial pigmented nucleus of the VTA,kept_for_review_or_manual_approval,178,255,222,
568,paracentral thalamic nucleus,PC,paracentral thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PTN_568,paracentral thalamic nucleus,kept_for_review_or_manual_approval,223,136,0,
570,paracochlear glial substance,ParGliSub,paracochlear glial substance,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PGS_570,paracochlear glial substance,kept_for_review_or_manual_approval,121,71,225,
571,parvicellular reticular nucleus,pcR,parvicellular reticular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PRN_571,parvicellular reticular nucleus,kept_for_review_or_manual_approval,152,228,255,
572,"parvicellular reticular nucleus, alpha part",pcRAlp,"parvicellular reticular nucleus, alpha part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PRNAP_572,"parvicellular reticular nucleus, alpha part",kept_for_review_or_manual_approval,149,107,237,
574,nucleus of the posterior commissure,PCom,nucleus of the posterior commissure,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,NOTPC_574,nucleus of the posterior commissure,kept_for_review_or_manual_approval,126,83,216,
576,posterodorsal preoptic nucleus,PDPO,posterodorsal preoptic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PPN_576,posterodorsal preoptic nucleus,kept_for_review_or_manual_approval,83,0,255,
577,posterodorsal raphe nucleus,PosR,posterodorsal raphe nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PRN_577,posterodorsal raphe nucleus,kept_for_review_or_manual_approval,149,119,212,
578,posterodorsal tegmental nucleus,PosTg,posterodorsal tegmental nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PTN_578,posterodorsal tegmental nucleus,kept_for_review_or_manual_approval,178,254,255,
579,parafascicular thalamic nucleus,PF,parafascicular thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PTN_579,parafascicular thalamic nucleus,kept_for_review_or_manual_approval,244,187,35,
580,paraflocculus,Par_580,paraflocculus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,P_580,paraflocculus,kept_for_review_or_manual_approval,35,212,87,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
581,posterior hypothalamic nucleus,PH,posterior hypothalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PHN_581,posterior hypothalamic nucleus,kept_for_review_or_manual_approval,233,104,0,
582,posterior hypothalamic area,PH_582,posterior hypothalamic area,manual_common_neuroanatomy,"standard abbreviation, review overlap with posterior hypothalamic nucleus",high,pending_review,PHA_582,posterior hypothalamic area,kept_for_review_or_manual_approval,100,47,208,Acronym PH duplicated with label_id 581; suffixed with label_id for uniqueness.
583,"posterior hypothalamic area, dorsal part",PHD,"posterior hypothalamic area, dorsal part",manual_common_neuroanatomy,PH dorsal,high,pending_review,PHADP_583,"posterior hypothalamic area, dorsal part",kept_for_review_or_manual_approval,183,154,242,
584,parainterfascicular nucleus of the VTA,PIF,parainterfascicular nucleus of the VTA,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PNOTV_584,parainterfascicular nucleus of the VTA,kept_for_review_or_manual_approval,187,154,255,
585,posterior intralaminar thalamic nucleus,PIL,posterior intralaminar thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PITN_585,posterior intralaminar thalamic nucleus,kept_for_review_or_manual_approval,233,189,71,
586,paralemniscal nucleus,Par_586,paralemniscal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_586,paralemniscal nucleus,kept_for_review_or_manual_approval,111,71,191,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
587,posterolateral cortical amygdaloid nucleus,PLCo,posterolateral cortical amygdaloid nucleus,manual_common_neuroanatomy,standard abbreviation for posterolateral cortical amygdala,high,pending_review,PCAN_587,posterolateral cortical amygdaloid nucleus,kept_for_review_or_manual_approval,233,113,59,
591,peduncular part of lateral hypothalamus,PeF,peduncular part of lateral hypothalamus,manual_common_neuroanatomy,"commonly related peduncular/perifornical lateral hypothalamus abbreviation, review",high,pending_review,PPOLH_591,peduncular part of lateral hypothalamus,kept_for_review_or_manual_approval,178,154,225,
592,"perilemniscal nucleus, ventral part",PerV,"perilemniscal nucleus, ventral part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PNVP_592,"perilemniscal nucleus, ventral part",kept_for_review_or_manual_approval,119,71,216,
593,paralambdoid septal nucleus,ParS,paralambdoid septal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PSN_593,paralambdoid septal nucleus,kept_for_review_or_manual_approval,109,47,233,
594,posterior limitans thalamic nucleus,PoT,posterior limitans thalamic nucleus,manual_common_neuroanatomy,"common descriptive abbreviation, review",high,pending_review,PLTN_594,posterior limitans thalamic nucleus,kept_for_review_or_manual_approval,107,59,203,
595,paramedian lobule,ParLob,paramedian lobule,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PL_595,paramedian lobule,kept_for_review_or_manual_approval,76,166,199,
596,posteromedial cortical amygdaloid nucleus,PMCo,posteromedial cortical amygdaloid nucleus,manual_common_neuroanatomy,standard abbreviation for posteromedial cortical amygdala,high,pending_review,PCAN_596,posteromedial cortical amygdaloid nucleus,kept_for_review_or_manual_approval,255,203,178,
597,"premammillary nucleus, dorsal part",PreD,"premammillary nucleus, dorsal part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PNDP_597,"premammillary nucleus, dorsal part",kept_for_review_or_manual_approval,233,153,89,
598,"premammillary nucleus, ventral part",PreV,"premammillary nucleus, ventral part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PNVP_598,"premammillary nucleus, ventral part",kept_for_review_or_manual_approval,255,163,89,
599,paramedian reticular nucleus,ParR,paramedian reticular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PRN_599,paramedian reticular nucleus,kept_for_review_or_manual_approval,127,186,207,
600,paramedian raphe nucleus,PMnR,paramedian raphe nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PRN_600,paramedian raphe nucleus,kept_for_review_or_manual_approval,0,223,183,
601,paranigral nucleus of the VTA,PN,paranigral nucleus of the VTA,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PNOTV_601,paranigral nucleus of the VTA,kept_for_review_or_manual_approval,142,244,172,
602,periolivary horn,PerHor,periolivary horn,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PH_602,periolivary horn,kept_for_review_or_manual_approval,127,71,237,
603,peripeduncular nucleus,Per_603,peripeduncular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_603,peripeduncular nucleus,kept_for_review_or_manual_approval,130,83,225,Acronym Per duplicated with label_id 561; suffixed with label_id for uniqueness.
604,posterior pretectal nucleus,PPre,posterior pretectal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PPN_604,posterior pretectal nucleus,kept_for_review_or_manual_approval,106,59,199,
606,parapyramidal nucleus,Par_606,parapyramidal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_606,parapyramidal nucleus,kept_for_review_or_manual_approval,104,47,216,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
608,perirhinal cortex,PRh,perirhinal cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: PRh,official_local,pending_review,PRh,perirhinal cortex,kept_for_review_or_manual_approval,235,244,0,
609,parastrial nucleus,PS,parastrial nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PN_609,parastrial nucleus,kept_for_review_or_manual_approval,223,95,0,
610,parasubthalamic nucleus,Par_610,parasubthalamic nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_610,parasubthalamic nucleus,kept_for_review_or_manual_approval,255,218,89,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
611,parasolitary nucleus,Par_611,parasolitary nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_611,parasolitary nucleus,kept_for_review_or_manual_approval,76,190,231,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
612,paratenial thalamic nucleus,PT,paratenial thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PTN_612,paratenial thalamic nucleus,kept_for_review_or_manual_approval,244,216,142,
613,paraterete nucleus,Par_613,paraterete nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_613,paraterete nucleus,kept_for_review_or_manual_approval,81,11,216,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
614,pedunculopontine tegmental nucleus,PPTg,pedunculopontine tegmental nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PTN_614,pedunculopontine tegmental nucleus,kept_for_review_or_manual_approval,172,142,229,
615,paraventricular thalamic nucleus,PVT,paraventricular thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PTN_615,paraventricular thalamic nucleus,kept_for_review_or_manual_approval,223,163,0,
616,"paraventricular thalamic nucleus, anterior part",PVTa,"paraventricular thalamic nucleus, anterior part",manual_common_neuroanatomy,PVT anterior,high,pending_review,PTNAP_616,"paraventricular thalamic nucleus, anterior part",kept_for_review_or_manual_approval,212,174,71,
617,"paraventricular thalamic nucleus, posterior part",PVTp,"paraventricular thalamic nucleus, posterior part",manual_common_neuroanatomy,PVT posterior,high,pending_review,PTNPP_617,"paraventricular thalamic nucleus, posterior part",kept_for_review_or_manual_approval,244,207,107,
619,paraventricular hypoth nucleus,PVH,paraventricular hypothalamic nucleus,manual_common_neuroanatomy,Allen-style abbreviation for paraventricular hypothalamic nucleus,high,pending_review,PHN_619,paraventricular hypoth nucleus,kept_for_review_or_manual_approval,255,166,89,
620,paratrochlear nucleus,Par_620,paratrochlear nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_620,paratrochlear nucleus,kept_for_review_or_manual_approval,90,23,220,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
621,paratrigeminal nucleus,Par_621,paratrigeminal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_621,paratrigeminal nucleus,kept_for_review_or_manual_approval,51,194,247,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
622,paraabducens nucleus,Par_622,paraabducens nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_622,paraabducens nucleus,kept_for_review_or_manual_approval,101,23,250,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
624,"paraventricular hypothalamic nucleus, anterior parvicellular part",PVHap,"paraventricular hypothalamic nucleus, anterior parvicellular part",manual_common_neuroanatomy,PVH anterior parvicellular,high,pending_review,PHNAPP_624,"paraventricular hypothalamic nucleus, anterior parvicellular part",kept_for_review_or_manual_approval,255,150,59,
625,paracommissural nucleus of the posterior commissure,ParPCom,paracommissural nucleus of the posterior commissure,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PNOTPC_625,paracommissural nucleus of the posterior commissure,kept_for_review_or_manual_approval,122,71,220,
626,"paraventricular hypothalamic nucleus, dorsal cap",PVHdc,"paraventricular hypothalamic nucleus, dorsal cap",manual_common_neuroanatomy,PVH dorsal cap,high,pending_review,PHNDC_626,"paraventricular hypothalamic nucleus, dorsal cap",kept_for_review_or_manual_approval,233,109,0,
627,"paraventricular hypothalamic nucleus, lateral magnocellular part",PVHlm,"paraventricular hypothalamic nucleus, lateral magnocellular part",manual_common_neuroanatomy,PVH lateral magnocellular,high,pending_review,PHNLMP_627,"paraventricular hypothalamic nucleus, lateral magnocellular part",kept_for_review_or_manual_approval,255,119,0,
628,"paraventricular hypothalamic nucleus, medial magnocellular part",PVHmm,"paraventricular hypothalamic nucleus, medial magnocellular part",manual_common_neuroanatomy,PVH medial magnocellular,high,pending_review,PHNMMP_628,"paraventricular hypothalamic nucleus, medial magnocellular part",kept_for_review_or_manual_approval,196,166,255,
629,"paraventricular hypothalamic nucleus, medial parvicellular part",PVHmp,"paraventricular hypothalamic nucleus, medial parvicellular part",manual_common_neuroanatomy,PVH medial parvicellular,high,pending_review,PHNMPP_629,"paraventricular hypothalamic nucleus, medial parvicellular part",kept_for_review_or_manual_approval,233,141,59,
630,"paraventricular hypothalamic nucleus, posterior part",PVHp,"paraventricular hypothalamic nucleus, posterior part",manual_common_neuroanatomy,PVH posterior,high,pending_review,PHNPP_630,"paraventricular hypothalamic nucleus, posterior part",kept_for_review_or_manual_approval,255,214,178,
631,pararubral nucleus,Par_631,pararubral nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_631,pararubral nucleus,kept_for_review_or_manual_approval,46,0,255,Acronym Par duplicated with label_id 565; suffixed with label_id for uniqueness.
632,parasubiculum,PaS,parasubiculum,manual_common_neuroanatomy,common abbreviation,high,pending_review,P_632,parasubiculum,kept_for_review_or_manual_approval,182,223,0,
633,"paraventricular hypothalamic nucleus, ventral part",PVHv,"paraventricular hypothalamic nucleus, ventral part",manual_common_neuroanatomy,PVH ventral,high,pending_review,PHNVP_633,"paraventricular hypothalamic nucleus, ventral part",kept_for_review_or_manual_approval,255,183,118,
634,paraxiphoid nucleus of thalamus,PaXi,paraxiphoid nucleus of thalamus,manual_common_neuroanatomy,descriptive abbreviation,high,pending_review,PNOT_634,paraxiphoid nucleus of thalamus,kept_for_review_or_manual_approval,244,178,0,
635,periventricular hypothalamic nucleus,Pe,periventricular hypothalamic nucleus,manual_common_neuroanatomy,common Paxinos-style abbreviation for periventricular hypothalamic nucleus,high,pending_review,PHN_635,periventricular hypothalamic nucleus,kept_for_review_or_manual_approval,255,170,89,
636,perifornical nucleus,PeF_636,perifornical nucleus,manual_common_neuroanatomy,common abbreviation for perifornical nucleus,high,pending_review,PN_636,perifornical nucleus,kept_for_review_or_manual_approval,255,154,89,Acronym PeF duplicated with label_id 591; suffixed with label_id for uniqueness.
637,perifornical part of lateral hypothalamus,PeF_637,perifornical part of lateral hypothalamus,manual_common_neuroanatomy,"common abbreviation for perifornical region, review",high,pending_review,PPOLH_637,perifornical part of lateral hypothalamus,kept_for_review_or_manual_approval,149,118,208,Acronym PeF duplicated with label_id 591; suffixed with label_id for uniqueness.
638,pineal gland,Pineal,pineal gland,manual_common_neuroanatomy,descriptive abbreviation,high,pending_review,PG_638,pineal gland,kept_for_review_or_manual_approval,255,238,178,
640,pineal stalk,PinealSt,pineal stalk,manual_common_neuroanatomy,descriptive abbreviation,high,pending_review,PS_640,pineal stalk,kept_for_review_or_manual_approval,154,119,220,
641,piriform cortex,Pir,piriform cortex,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PC_641,piriform cortex,kept_for_review_or_manual_approval,237,255,0,
648,pleoglial periaqueductal gray,PIPAG,pleoglial periaqueductal gray,manual_common_neuroanatomy,"descriptive abbreviation, review",high,pending_review,PPG_648,pleoglial periaqueductal gray,kept_for_review_or_manual_approval,118,120,255,
649,pontine nuclei,Pon,pontine nuclei,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_649,pontine nuclei,kept_for_review_or_manual_approval,89,255,208,
650,"pontine reticular nucleus, caudal part",PonRC,"pontine reticular nucleus, caudal part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PRNCP_650,"pontine reticular nucleus, caudal part",kept_for_review_or_manual_approval,0,255,185,
651,"pontine reticular nucleus, oral part",PonROra,"pontine reticular nucleus, oral part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PRNOP_651,"pontine reticular nucleus, oral part",kept_for_review_or_manual_approval,118,255,218,
652,pontine raphe nucleus,PnR,pontine raphe nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PRN_652,pontine raphe nucleus,kept_for_review_or_manual_approval,0,255,180,
653,"pontine reticular nucleus, ventral part",PonRV,"pontine reticular nucleus, ventral part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PRNVP_653,"pontine reticular nucleus, ventral part",kept_for_review_or_manual_approval,0,255,180,
654,posterior thalamic nuclear group,Po,posterior thalamic nuclear group,manual_common_neuroanatomy,common abbreviation,high,pending_review,PTNG_654,posterior thalamic nuclear group,kept_for_review_or_manual_approval,223,178,89,
655,polymorph layer of the dentate gyrus,PoDG,polymorph layer of the dentate gyrus,manual_common_neuroanatomy,polymorph layer of dentate gyrus,high,pending_review,PLOTDG_655,polymorph layer of the dentate gyrus,kept_for_review_or_manual_approval,244,255,178,
656,posteromedian thalamic nucleus,PoM,posteromedian thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,PTN_656,posteromedian thalamic nucleus,kept_for_review_or_manual_approval,255,186,0,
657,"posterior thalamic nuclear group, triangular part",PoT_657,"posterior thalamic nuclear group, triangular part",manual_common_neuroanatomy,posterior thalamic triangular,high,pending_review,PTNGTP_657,"posterior thalamic nuclear group, triangular part",kept_for_review_or_manual_approval,255,169,0,Acronym PoT duplicated with label_id 594; suffixed with label_id for uniqueness.
658,postsubiculum,PoS,postsubiculum,manual_common_neuroanatomy,common abbreviation,high,pending_review,P_658,postsubiculum,kept_for_review_or_manual_approval,208,255,0,
659,prepositus nucleus,Pre,prepositus nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_659,prepositus nucleus,kept_for_review_or_manual_approval,116,59,225,
660,principal sensory trigeminal nucleus,Pr5,principal sensory trigeminal nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,PSTN_660,principal sensory trigeminal nucleus,kept_for_review_or_manual_approval,89,242,183,
661,"principal sensory trigeminal nucleus, dorsomedial part",PriS5Dor,"principal sensory trigeminal nucleus, dorsomedial part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PSTNDP_661,"principal sensory trigeminal nucleus, dorsomedial part",kept_for_review_or_manual_approval,178,255,224,
662,"principal sensory trigeminal nucleus, ventrolateral part",PriS5Ven,"principal sensory trigeminal nucleus, ventrolateral part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PSTNVP_662,"principal sensory trigeminal nucleus, ventrolateral part",kept_for_review_or_manual_approval,0,255,158,
663,pre-Botzinger complex,PreBot,pre-Botzinger complex,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PBC_663,pre-Botzinger complex,kept_for_review_or_manual_approval,101,47,203,
664,precommissural nucleus,Pre_664,precommissural nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PN_664,precommissural nucleus,kept_for_review_or_manual_approval,115,47,242,Acronym Pre duplicated with label_id 659; suffixed with label_id for uniqueness.
665,precuneiform area,Pre_665,precuneiform area,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PA_665,precuneiform area,kept_for_review_or_manual_approval,166,130,233,Acronym Pre duplicated with label_id 659; suffixed with label_id for uniqueness.
666,pre-Edinger-Westphal nucleus,PreEdiWes,pre-Edinger-Westphal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,PEWN_666,pre-Edinger-Westphal nucleus,kept_for_review_or_manual_approval,183,154,237,
667,prelimbic cortex,PrL,prelimbic cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: PrL,official_local,pending_review,PrL,prelimbic cortex,kept_for_review_or_manual_approval,228,233,71,
669,presubiculum,PrS,presubiculum,manual_common_neuroanatomy,common abbreviation,high,pending_review,P_669,presubiculum,kept_for_review_or_manual_approval,224,255,89,
671,"parietal cortex, posterior area, caudal part",PtPC,"parietal cortex, posterior area, caudal part",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: PtPC,official_local,pending_review,PtPC,"parietal cortex, posterior area, caudal part",kept_for_review_or_manual_approval,217,223,71,
672,"parietal cortex, posterior area, dorsal part",PtPD,"parietal cortex, posterior area, dorsal part",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: PtPD,official_local,pending_review,PtPD,"parietal cortex, posterior area, dorsal part",kept_for_review_or_manual_approval,204,212,0,
673,"parietal cortex, posterior area, rostral part",PtPR,"parietal cortex, posterior area, rostral part",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: PtPR,official_local,pending_review,PtPR,"parietal cortex, posterior area, rostral part",kept_for_review_or_manual_approval,220,223,142,
674,pyramidal cell layer of the hippocampus,SP,pyramidal cell layer of the hippocampus,manual_common_neuroanatomy,stratum pyramidale,high,pending_review,PCLOTH_674,pyramidal cell layer of the hippocampus,kept_for_review_or_manual_approval,238,255,118,
675,red nucleus,RN,red nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,RN_675,red nucleus,kept_for_review_or_manual_approval,133,216,197,
677,rostral amygdalopiriform area,RAIP,rostral amygdalopiriform area,manual_common_neuroanatomy,standard-derived abbreviation for rostral amygdalopiriform area,high,pending_review,RAA_677,rostral amygdalopiriform area,kept_for_review_or_manual_approval,248,255,178,
681,retroambiguus nucleus,Ret,retroambiguus nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RN_681,retroambiguus nucleus,kept_for_review_or_manual_approval,101,23,246,
683,retrochiasmatic area,RCh,retrochiasmatic area,manual_common_neuroanatomy,standard abbreviation,high,pending_review,RA_683,retrochiasmatic area,kept_for_review_or_manual_approval,255,212,178,
684,"retrochiasmatic area, lateral part",RChL,"retrochiasmatic area, lateral part",manual_common_neuroanatomy,RCh lateral,high,pending_review,RALP_684,"retrochiasmatic area, lateral part",kept_for_review_or_manual_approval,100,23,242,
685,retroethmoid nucleus,Ret_685,retroethmoid nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RN_685,retroethmoid nucleus,kept_for_review_or_manual_approval,114,71,195,Acronym Ret duplicated with label_id 681; suffixed with label_id for uniqueness.
686,rostral interstitial nucleus of medial longitudinal fasciculus,RIntMLonFas,rostral interstitial nucleus of medial longitudinal fasciculus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RINOML_686,rostral interstitial nucleus of medial longitudinal fasciculus,kept_for_review_or_manual_approval,155,130,199,
687,raphe interpositus nucleus,RIP,raphe interpositus nucleus,manual_common_neuroanatomy,standard-derived abbreviation,high,pending_review,RIN_687,raphe interpositus nucleus,kept_for_review_or_manual_approval,59,223,195,
688,retrolemniscal nucleus,Ret_688,retrolemniscal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RN_688,retrolemniscal nucleus,kept_for_review_or_manual_approval,99,35,216,Acronym Ret duplicated with label_id 681; suffixed with label_id for uniqueness.
690,rostral linear nucleus of the raphe,RLinR,rostral linear nucleus of the raphe,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RLNOTR_690,rostral linear nucleus of the raphe,kept_for_review_or_manual_approval,59,239,208,
691,"red nucleus, magnocellular part",Redmc,"red nucleus, magnocellular part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RNMP_691,"red nucleus, magnocellular part",kept_for_review_or_manual_approval,89,255,215,
692,raphe magnus nucleus,RMag,raphe magnus nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RMN_692,raphe magnus nucleus,kept_for_review_or_manual_approval,118,255,232,
693,raphe obscurus nucleus,RObs,raphe obscurus nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RON_693,raphe obscurus nucleus,kept_for_review_or_manual_approval,0,255,213,
694,"red nucleus, parvicellular part",Redpc,"red nucleus, parvicellular part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,RNPP_694,"red nucleus, parvicellular part",kept_for_review_or_manual_approval,178,255,237,
